,trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
730,20200729,300271.SZ,224133053.0,34728443.0,17345943.0,1329064.0,17225149.0,93040.0,57400.0,258861496.0
731,20200729,300273.SZ,509270225.0,954758.0,19753657.0,145100.0,15356477.0,0.0,76000.0,510224983.0
732,20200729,300274.SZ,451967569.0,220171859.0,43207950.0,10899597.0,40388061.0,179000.0,1234500.0,672139428.0
733,20200729,300284.SZ,155617661.0,47740.0,6175366.0,6200.0,10109760.0,0.0,0.0,155665401.0
734,20200729,300285.SZ,678535077.0,41886294.0,37296601.0,1153257.0,75247094.0,106100.0,20600.0,720421371.0
735,20200729,300287.SZ,417652591.0,52003.0,31201259.0,11900.0,33803868.0,0.0,0.0,417704594.0
736,20200729,300294.SZ,810466781.0,4730050.0,136538635.0,95750.0,85147742.0,8900.0,5600.0,815196831.0
737,20200729,300296.SZ,734232084.0,26025075.0,71322619.0,3760849.0,90284570.0,400600.0,276800.0,760257159.0
738,20200729,300297.SZ,169496103.0,472884.0,6974487.0,118221.0,5695700.0,0.0,61421.0,169968987.0
739,20200729,300299.SZ,458195174.0,11449418.0,50443852.0,1010540.0,45633200.0,8900.0,700.0,469644592.0
740,20200729,300300.SZ,247563814.0,19230.0,10633678.0,3000.0,13292892.0,5000.0,0.0,247583044.0
741,20200729,300302.SZ,279030824.0,528468.0,17235298.0,38490.0,16634799.0,32900.0,10000.0,279559292.0
742,20200729,300308.SZ,460493907.0,10304232.0,33018353.0,174648.0,40855992.0,900.0,12000.0,470798139.0
743,20200729,300310.SZ,255307167.0,283340.0,24091990.0,45700.0,25611478.0,46000.0,5000.0,255590507.0
744,20200729,300311.SZ,344039067.0,42905.0,10564246.0,6026.0,9153519.0,1500.0,0.0,344081972.0
745,20200729,300315.SZ,835530971.0,59368036.0,193857073.0,6262451.0,176174856.0,295200.0,604700.0,894899007.0
746,20200729,300316.SZ,764759119.0,44496251.0,81076141.0,1772759.0,61223909.0,184887.0,65800.0,809255370.0
747,20200729,300322.SZ,524586466.0,1155784.0,19941449.0,70907.0,16941902.0,20900.0,10700.0,525742250.0
748,20200729,300324.SZ,805314446.0,22846561.0,95053087.0,2870171.0,72779492.0,184200.0,53800.0,828161007.0
749,20200729,300326.SZ,804574345.0,2542580.0,46288457.0,96971.0,69152769.0,3100.0,0.0,807116925.0
750,20200729,300327.SZ,470036991.0,2341146.0,99094314.0,69040.0,62235421.0,37900.0,500.0,472378137.0
751,20200729,300328.SZ,338089035.0,0.0,18329676.0,0.0,17887862.0,0.0,0.0,338089035.0
752,20200729,300333.SZ,306005787.0,206711.0,13919005.0,21805.0,10474751.0,0.0,0.0,306212498.0
753,20200729,300339.SZ,632863143.0,295594.0,57933619.0,24551.0,53886858.0,18400.0,0.0,633158737.0
754,20200729,300342.SZ,620575905.0,759206.0,38448533.0,42700.0,51471440.0,7700.0,22700.0,621335111.0
755,20200729,300343.SZ,60283467.0,0.0,3095913.0,0.0,3122653.0,0.0,0.0,60283467.0
756,20200729,300346.SZ,1063324293.0,3908039.0,108399742.0,100001.0,88963247.0,48103.0,60800.0,1067232332.0
757,20200729,300347.SZ,765958868.0,37103773.0,100922251.0,339064.0,95316842.0,9500.0,3100.0,803062641.0
758,20200729,300348.SZ,945716493.0,1380087.0,67732319.0,65438.0,43489930.0,10500.0,33600.0,947096580.0
759,20200729,300349.SZ,216484740.0,437928.0,5413462.0,28400.0,7360815.0,0.0,0.0,216922668.0
760,20200729,300352.SZ,655115605.0,441844.0,56272074.0,58600.0,47693080.0,5000.0,58400.0,655557449.0
761,20200729,300353.SZ,328760771.0,27324.0,12721748.0,2300.0,18122755.0,0.0,0.0,328788095.0
762,20200729,300355.SZ,630655619.0,343200.0,6993633.0,120000.0,12238255.0,36100.0,0.0,630998819.0
763,20200729,300356.SZ,144208929.0,60600.0,6695432.0,10000.0,4575224.0,0.0,0.0,144269529.0
764,20200729,300357.SZ,316739920.0,46373966.0,50600448.0,707028.0,34434752.0,41100.0,34500.0,363113886.0
765,20200729,300366.SZ,625980680.0,211994.0,115493030.0,15035.0,84823426.0,15000.0,0.0,626192674.0
766,20200729,300367.SZ,180452969.0,171140.0,32379206.0,43000.0,15615928.0,40000.0,0.0,180624109.0
767,20200729,300369.SZ,264019453.0,2234500.0,20804052.0,99488.0,21323114.0,11200.0,11200.0,266253953.0
768,20200729,300370.SZ,118160467.0,0.0,3186663.0,0.0,2720703.0,0.0,0.0,118160467.0
769,20200729,300373.SZ,664433819.0,8023795.0,74570315.0,247648.0,58952104.0,70500.0,55000.0,672457614.0
770,20200729,300377.SZ,436859480.0,931862.0,29313768.0,95772.0,32825757.0,6200.0,50000.0,437791342.0
771,20200729,300378.SZ,432058665.0,1289642.0,50907511.0,48410.0,87706581.0,5500.0,5100.0,433348307.0
772,20200729,300379.SZ,725506484.0,440900.0,43868078.0,10000.0,66811724.0,5000.0,9000.0,725947384.0
773,20200729,300383.SZ,1935956512.0,15019669.0,99664618.0,571960.0,127460905.0,10806.0,11800.0,1950976181.0
774,20200729,300394.SZ,186111315.0,4588985.0,34429576.0,63674.0,18339926.0,4000.0,27600.0,190700300.0
775,20200729,300397.SZ,674041182.0,453552.0,41179894.0,17600.0,49027334.0,3600.0,0.0,674494734.0
776,20200729,300398.SZ,527509399.0,4216050.0,37452594.0,173500.0,39983874.0,67200.0,140500.0,531725449.0
777,20200729,300401.SZ,512162429.0,371231.0,16389336.0,24375.0,42069706.0,7900.0,24300.0,512533660.0
778,20200729,300408.SZ,304775806.0,12968177.0,35663008.0,451067.0,23809531.0,42049.0,8600.0,317743983.0
779,20200729,300413.SZ,296125472.0,19266724.0,41104623.0,279552.0,38273596.0,6900.0,20100.0,315392196.0
780,20200729,300414.SZ,189418600.0,67440.0,12296571.0,5277.0,10940053.0,900.0,3200.0,189486040.0
781,20200729,300418.SZ,1547798763.0,60581417.0,293865456.0,2200560.0,241067464.0,157100.0,131600.0,1608380180.0
782,20200729,300429.SZ,686997733.0,1383720.0,59563205.0,78000.0,44081006.0,43000.0,23000.0,688381453.0
783,20200729,300433.SZ,3811099896.0,90044402.0,766364808.0,2791209.0,495402954.0,1193211.0,874096.0,3901144298.0
784,20200729,300450.SZ,781526413.0,40934348.0,49318212.0,940155.0,59556619.0,33800.0,14200.0,822460761.0
785,20200729,300451.SZ,427445589.0,14517293.0,24823569.0,820186.0,23694986.0,2400.0,620425.0,441962882.0
